user_id,amount,location,label,explanation
8832,98.78,StoreC,NORMAL,The amount $98.78 is typical for normal spending behavior.
9623,159.44,StoreB,NORMAL,The amount $159.44 is typical for normal spending behavior.
9896,145.63,StoreB,NORMAL,The amount $145.63 is typical for normal spending behavior.
9173,183.08,StoreC,NORMAL,The amount $183.08 is typical for normal spending behavior.
3632,120.83,StoreA,NORMAL,The amount $120.83 is typical for normal spending behavior.
5494,67.94,StoreA,NORMAL,The amount $67.94 is typical for normal spending behavior.
9056,156.99,StoreB,NORMAL,The amount $156.99 is typical for normal spending behavior.
8511,164.12,StoreA,NORMAL,The amount $164.12 is typical for normal spending behavior.
2828,134.19,StoreC,NORMAL,The amount $134.19 is typical for normal spending behavior.
5805,165.65,StoreC,NORMAL,The amount $165.65 is typical for normal spending behavior.
1806,124.07,StoreB,NORMAL,The amount $124.07 is typical for normal spending behavior.
8486,128.41,StoreC,NORMAL,The amount $128.41 is typical for normal spending behavior.
9202,114.13,StoreC,NORMAL,The amount $114.13 is typical for normal spending behavior.
2868,53.81,StoreB,NORMAL,The amount $53.81 is typical for normal spending behavior.
8878,66.18,StoreC,NORMAL,The amount $66.18 is typical for normal spending behavior.
6690,54.71,StoreC,NORMAL,The amount $54.71 is typical for normal spending behavior.
8827,145.46,StoreC,NORMAL,The amount $145.46 is typical for normal spending behavior.
6429,97.15,StoreA,NORMAL,The amount $97.15 is typical for normal spending behavior.
4564,126.29,StoreB,NORMAL,The amount $126.29 is typical for normal spending behavior.
2389,186.13,StoreB,NORMAL,The amount $186.13 is typical for normal spending behavior.
8274,87.39,StoreB,NORMAL,The amount $87.39 is typical for normal spending behavior.
1824,111.56,StoreA,NORMAL,The amount $111.56 is typical for normal spending behavior.
3265,163.33,StoreA,NORMAL,The amount $163.33 is typical for normal spending behavior.
1936,84.32,StoreB,NORMAL,The amount $84.32 is typical for normal spending behavior.
7402,61.55,StoreA,NORMAL,The amount $61.55 is typical for normal spending behavior.
4845,93.46,StoreB,NORMAL,The amount $93.46 is typical for normal spending behavior.
2796,74.18,StoreA,NORMAL,The amount $74.18 is typical for normal spending behavior.
9245,189.45,StoreC,NORMAL,The amount $189.45 is typical for normal spending behavior.
8214,171.22,StoreC,NORMAL,The amount $171.22 is typical for normal spending behavior.
1726,145.01,StoreB,NORMAL,The amount $145.01 is typical for normal spending behavior.
3736,180.72,StoreA,NORMAL,The amount $180.72 is typical for normal spending behavior.
2913,170.55,StoreA,NORMAL,The amount $170.55 is typical for normal spending behavior.
8657,77.99,StoreC,NORMAL,The amount $77.99 is typical for normal spending behavior.
3466,183.88,StoreC,NORMAL,The amount $183.88 is typical for normal spending behavior.
8312,130.9,StoreA,NORMAL,The amount $130.9 is typical for normal spending behavior.
9194,171.12,StoreA,NORMAL,The amount $171.12 is typical for normal spending behavior.
8906,184.41,StoreA,NORMAL,The amount $184.41 is typical for normal spending behavior.
5876,97.7,StoreA,NORMAL,The amount $97.7 is typical for normal spending behavior.
8287,66.51,StoreA,NORMAL,The amount $66.51 is typical for normal spending behavior.
1892,84.19,StoreA,NORMAL,The amount $84.19 is typical for normal spending behavior.
5675,114.07,StoreB,NORMAL,The amount $114.07 is typical for normal spending behavior.
2933,172.7,StoreA,NORMAL,The amount $172.7 is typical for normal spending behavior.
2380,179.11,StoreC,NORMAL,The amount $179.11 is typical for normal spending behavior.
2290,51.04,StoreB,NORMAL,The amount $51.04 is typical for normal spending behavior.
2640,126.61,StoreA,NORMAL,The amount $126.61 is typical for normal spending behavior.
8490,112.61,StoreC,NORMAL,The amount $112.61 is typical for normal spending behavior.
2218,83.32,StoreB,NORMAL,The amount $83.32 is typical for normal spending behavior.
6016,67.98,StoreC,NORMAL,The amount $67.98 is typical for normal spending behavior.
7881,100.64,StoreA,NORMAL,The amount $100.64 is typical for normal spending behavior.
1954,191.44,StoreA,NORMAL,The amount $191.44 is typical for normal spending behavior.
8291,98.48,StoreA,NORMAL,The amount $98.48 is typical for normal spending behavior.
1974,127.82,StoreA,NORMAL,The amount $127.82 is typical for normal spending behavior.
5133,155.45,StoreB,NORMAL,The amount $155.45 is typical for normal spending behavior.
6370,104.54,StoreB,NORMAL,The amount $104.54 is typical for normal spending behavior.
4972,195.77,StoreC,NORMAL,The amount $195.77 is typical for normal spending behavior.
6295,194.37,StoreA,NORMAL,The amount $194.37 is typical for normal spending behavior.
9228,87.77,StoreC,NORMAL,The amount $87.77 is typical for normal spending behavior.
4020,124.59,StoreB,NORMAL,The amount $124.59 is typical for normal spending behavior.
9987,95.13,StoreA,NORMAL,The amount $95.13 is typical for normal spending behavior.
5036,92.73,StoreA,NORMAL,The amount $92.73 is typical for normal spending behavior.
6068,55.53,StoreB,NORMAL,The amount $55.53 is typical for normal spending behavior.
6233,141.43,StoreB,NORMAL,The amount $141.43 is typical for normal spending behavior.
1317,125.4,StoreB,NORMAL,The amount $125.4 is typical for normal spending behavior.
3396,57.72,StoreB,NORMAL,The amount $57.72 is typical for normal spending behavior.
3162,91.8,StoreB,NORMAL,The amount $91.8 is typical for normal spending behavior.
3745,186.24,StoreA,NORMAL,The amount $186.24 is typical for normal spending behavior.
2591,85.93,StoreB,NORMAL,The amount $85.93 is typical for normal spending behavior.
7183,71.73,StoreA,NORMAL,The amount $71.73 is typical for normal spending behavior.
4930,123.42,StoreA,NORMAL,The amount $123.42 is typical for normal spending behavior.
2312,197.85,StoreB,NORMAL,The amount $197.85 is typical for normal spending behavior.
5311,86.31,StoreB,NORMAL,The amount $86.31 is typical for normal spending behavior.
8314,150.82,StoreA,NORMAL,The amount $150.82 is typical for normal spending behavior.
3383,164.24,StoreB,NORMAL,The amount $164.24 is typical for normal spending behavior.
4239,85.65,StoreB,NORMAL,The amount $85.65 is typical for normal spending behavior.
3139,159.23,StoreB,NORMAL,The amount $159.23 is typical for normal spending behavior.
2704,105.17,StoreC,NORMAL,The amount $105.17 is typical for normal spending behavior.
7924,144.85,StoreA,NORMAL,The amount $144.85 is typical for normal spending behavior.
1362,145.03,StoreC,NORMAL,The amount $145.03 is typical for normal spending behavior.
3604,130.37,StoreB,NORMAL,The amount $130.37 is typical for normal spending behavior.
5286,63.54,StoreC,NORMAL,The amount $63.54 is typical for normal spending behavior.
4738,175.3,StoreB,NORMAL,The amount $175.3 is typical for normal spending behavior.
3469,98.12,StoreC,NORMAL,The amount $98.12 is typical for normal spending behavior.
5795,77.98,StoreB,NORMAL,The amount $77.98 is typical for normal spending behavior.
7150,56.12,StoreC,NORMAL,The amount $56.12 is typical for normal spending behavior.
1556,138.63,StoreC,NORMAL,The amount $138.63 is typical for normal spending behavior.
3808,151.63,StoreC,NORMAL,The amount $151.63 is typical for normal spending behavior.
6150,52.49,StoreA,NORMAL,The amount $52.49 is typical for normal spending behavior.
8561,126.81,StoreC,NORMAL,The amount $126.81 is typical for normal spending behavior.
3719,83.97,StoreA,NORMAL,The amount $83.97 is typical for normal spending behavior.
7506,146.78,StoreB,NORMAL,The amount $146.78 is typical for normal spending behavior.
4741,76.15,StoreC,NORMAL,The amount $76.15 is typical for normal spending behavior.
4998,153.64,StoreB,NORMAL,The amount $153.64 is typical for normal spending behavior.
3403,108.01,StoreB,NORMAL,The amount $108.01 is typical for normal spending behavior.
9780,190.51,StoreC,NORMAL,The amount $190.51 is typical for normal spending behavior.
1294,70.63,StoreA,NORMAL,The amount $70.63 is typical for normal spending behavior.
6343,101.16,StoreC,NORMAL,The amount $101.16 is typical for normal spending behavior.
2136,67.02,StoreB,NORMAL,The amount $67.02 is typical for normal spending behavior.
3064,188.7,StoreB,NORMAL,The amount $188.7 is typical for normal spending behavior.
8009,181.6,StoreC,NORMAL,The amount $181.6 is typical for normal spending behavior.
5543,88.69,StoreA,NORMAL,The amount $88.69 is typical for normal spending behavior.
2007,149.0,StoreA,NORMAL,The amount $149.0 is typical for normal spending behavior.
6445,172.58,StoreB,NORMAL,The amount $172.58 is typical for normal spending behavior.
6352,133.28,StoreB,NORMAL,The amount $133.28 is typical for normal spending behavior.
2435,129.45,StoreA,NORMAL,The amount $129.45 is typical for normal spending behavior.
1571,86.28,StoreC,NORMAL,The amount $86.28 is typical for normal spending behavior.
3382,63.97,StoreB,NORMAL,The amount $63.97 is typical for normal spending behavior.
6084,184.58,StoreA,NORMAL,The amount $184.58 is typical for normal spending behavior.
1277,185.06,StoreB,NORMAL,The amount $185.06 is typical for normal spending behavior.
8059,144.97,StoreC,NORMAL,The amount $144.97 is typical for normal spending behavior.
2887,100.85,StoreA,NORMAL,The amount $100.85 is typical for normal spending behavior.
2265,102.38,StoreB,NORMAL,The amount $102.38 is typical for normal spending behavior.
8491,158.89,StoreC,NORMAL,The amount $158.89 is typical for normal spending behavior.
2040,184.57,StoreB,NORMAL,The amount $184.57 is typical for normal spending behavior.
9073,183.06,StoreC,NORMAL,The amount $183.06 is typical for normal spending behavior.
3752,166.98,StoreC,NORMAL,The amount $166.98 is typical for normal spending behavior.
9213,146.3,StoreA,NORMAL,The amount $146.3 is typical for normal spending behavior.
5569,62.62,StoreC,NORMAL,The amount $62.62 is typical for normal spending behavior.
7353,74.24,StoreB,NORMAL,The amount $74.24 is typical for normal spending behavior.
3353,184.78,StoreC,NORMAL,The amount $184.78 is typical for normal spending behavior.
8437,140.96,StoreC,NORMAL,The amount $140.96 is typical for normal spending behavior.
5799,51.38,StoreA,NORMAL,The amount $51.38 is typical for normal spending behavior.
1686,65.22,StoreC,NORMAL,The amount $65.22 is typical for normal spending behavior.
9476,149.53,StoreC,NORMAL,The amount $149.53 is typical for normal spending behavior.
5811,50.76,StoreB,NORMAL,The amount $50.76 is typical for normal spending behavior.
9954,74.12,StoreA,NORMAL,The amount $74.12 is typical for normal spending behavior.
6346,132.31,StoreA,NORMAL,The amount $132.31 is typical for normal spending behavior.
6043,153.78,StoreA,NORMAL,The amount $153.78 is typical for normal spending behavior.
3428,147.79,StoreC,NORMAL,The amount $147.79 is typical for normal spending behavior.
6126,83.64,StoreA,NORMAL,The amount $83.64 is typical for normal spending behavior.
9220,156.83,StoreC,NORMAL,The amount $156.83 is typical for normal spending behavior.
8813,85.59,StoreC,NORMAL,The amount $85.59 is typical for normal spending behavior.
4356,98.81,StoreB,NORMAL,The amount $98.81 is typical for normal spending behavior.
9707,161.97,StoreB,NORMAL,The amount $161.97 is typical for normal spending behavior.
8266,147.44,StoreB,NORMAL,The amount $147.44 is typical for normal spending behavior.
7540,177.38,StoreB,NORMAL,The amount $177.38 is typical for normal spending behavior.
1038,148.64,StoreB,NORMAL,The amount $148.64 is typical for normal spending behavior.
4342,135.25,StoreC,NORMAL,The amount $135.25 is typical for normal spending behavior.
3844,64.05,StoreC,NORMAL,The amount $64.05 is typical for normal spending behavior.
2098,105.16,StoreA,NORMAL,The amount $105.16 is typical for normal spending behavior.
8027,89.78,StoreC,NORMAL,The amount $89.78 is typical for normal spending behavior.
2823,86.6,StoreC,NORMAL,The amount $86.6 is typical for normal spending behavior.
4155,195.95,StoreB,NORMAL,The amount $195.95 is typical for normal spending behavior.
4093,108.96,StoreC,NORMAL,The amount $108.96 is typical for normal spending behavior.
6658,183.81,StoreB,NORMAL,The amount $183.81 is typical for normal spending behavior.
4778,144.67,StoreA,NORMAL,The amount $144.67 is typical for normal spending behavior.
3896,169.22,StoreA,NORMAL,The amount $169.22 is typical for normal spending behavior.
1988,125.4,StoreC,NORMAL,The amount $125.4 is typical for normal spending behavior.
5116,136.54,StoreA,NORMAL,The amount $136.54 is typical for normal spending behavior.
7446,123.88,StoreC,NORMAL,The amount $123.88 is typical for normal spending behavior.
5179,79.29,StoreA,NORMAL,The amount $79.29 is typical for normal spending behavior.
2682,158.37,StoreB,NORMAL,The amount $158.37 is typical for normal spending behavior.
6626,92.12,StoreB,NORMAL,The amount $92.12 is typical for normal spending behavior.
8424,53.65,StoreB,NORMAL,The amount $53.65 is typical for normal spending behavior.
1933,146.82,StoreB,NORMAL,The amount $146.82 is typical for normal spending behavior.
4598,76.57,StoreC,NORMAL,The amount $76.57 is typical for normal spending behavior.
2980,191.07,StoreA,NORMAL,The amount $191.07 is typical for normal spending behavior.
4056,193.09,StoreC,NORMAL,The amount $193.09 is typical for normal spending behavior.
9984,187.23,StoreB,NORMAL,The amount $187.23 is typical for normal spending behavior.
1791,105.52,StoreC,NORMAL,The amount $105.52 is typical for normal spending behavior.
6390,52.32,StoreA,NORMAL,The amount $52.32 is typical for normal spending behavior.
7635,189.25,StoreC,NORMAL,The amount $189.25 is typical for normal spending behavior.
3255,114.23,StoreA,NORMAL,The amount $114.23 is typical for normal spending behavior.
4610,195.0,StoreC,NORMAL,The amount $195.0 is typical for normal spending behavior.
2607,194.54,StoreA,NORMAL,The amount $194.54 is typical for normal spending behavior.
6179,177.95,StoreA,NORMAL,The amount $177.95 is typical for normal spending behavior.
7573,94.17,StoreB,NORMAL,The amount $94.17 is typical for normal spending behavior.
1984,107.76,StoreA,NORMAL,The amount $107.76 is typical for normal spending behavior.
6776,177.67,StoreB,NORMAL,The amount $177.67 is typical for normal spending behavior.
4676,97.54,StoreB,NORMAL,The amount $97.54 is typical for normal spending behavior.
4380,75.42,StoreB,NORMAL,The amount $75.42 is typical for normal spending behavior.
9711,133.52,StoreC,NORMAL,The amount $133.52 is typical for normal spending behavior.
9782,190.42,StoreC,NORMAL,The amount $190.42 is typical for normal spending behavior.
2050,154.4,StoreC,NORMAL,The amount $154.4 is typical for normal spending behavior.
4633,135.51,StoreC,NORMAL,The amount $135.51 is typical for normal spending behavior.
7342,64.58,StoreA,NORMAL,The amount $64.58 is typical for normal spending behavior.
1959,142.25,StoreA,NORMAL,The amount $142.25 is typical for normal spending behavior.
7059,198.51,StoreC,NORMAL,The amount $198.51 is typical for normal spending behavior.
9884,71.01,StoreA,NORMAL,The amount $71.01 is typical for normal spending behavior.
6655,127.75,StoreA,NORMAL,The amount $127.75 is typical for normal spending behavior.
5473,181.61,StoreB,NORMAL,The amount $181.61 is typical for normal spending behavior.
3946,161.12,StoreB,NORMAL,The amount $161.12 is typical for normal spending behavior.
8725,154.55,StoreB,NORMAL,The amount $154.55 is typical for normal spending behavior.
1526,155.37,StoreB,NORMAL,The amount $155.37 is typical for normal spending behavior.
4224,103.92,StoreA,NORMAL,The amount $103.92 is typical for normal spending behavior.
2875,94.04,StoreC,NORMAL,The amount $94.04 is typical for normal spending behavior.
2763,171.4,StoreA,NORMAL,The amount $171.4 is typical for normal spending behavior.
9712,171.52,StoreA,NORMAL,The amount $171.52 is typical for normal spending behavior.
6797,180.06,StoreA,NORMAL,The amount $180.06 is typical for normal spending behavior.
8099,186.99,StoreB,NORMAL,The amount $186.99 is typical for normal spending behavior.
6109,126.7,StoreB,NORMAL,The amount $126.7 is typical for normal spending behavior.
7644,125.23,StoreB,NORMAL,The amount $125.23 is typical for normal spending behavior.
1116,169.74,StoreC,NORMAL,The amount $169.74 is typical for normal spending behavior.
3433,147.49,StoreA,NORMAL,The amount $147.49 is typical for normal spending behavior.
6463,155.3,StoreC,NORMAL,The amount $155.3 is typical for normal spending behavior.
1583,169.37,StoreB,NORMAL,The amount $169.37 is typical for normal spending behavior.
9586,183.5,StoreC,NORMAL,The amount $183.5 is typical for normal spending behavior.
4788,100.7,StoreA,NORMAL,The amount $100.7 is typical for normal spending behavior.
5167,106.34,StoreA,NORMAL,The amount $106.34 is typical for normal spending behavior.
9465,64.1,StoreB,NORMAL,The amount $64.1 is typical for normal spending behavior.
2389,136.74,StoreB,NORMAL,The amount $136.74 is typical for normal spending behavior.
9357,55.39,StoreC,NORMAL,The amount $55.39 is typical for normal spending behavior.
7154,119.84,StoreB,NORMAL,The amount $119.84 is typical for normal spending behavior.
6420,131.4,StoreB,NORMAL,The amount $131.4 is typical for normal spending behavior.
9920,92.98,StoreA,NORMAL,The amount $92.98 is typical for normal spending behavior.
3043,138.62,StoreB,NORMAL,The amount $138.62 is typical for normal spending behavior.
5197,54.58,StoreB,NORMAL,The amount $54.58 is typical for normal spending behavior.
4496,55.6,StoreA,NORMAL,The amount $55.6 is typical for normal spending behavior.
1778,173.39,StoreA,NORMAL,The amount $173.39 is typical for normal spending behavior.
1213,104.03,StoreC,NORMAL,The amount $104.03 is typical for normal spending behavior.
4762,69.06,StoreB,NORMAL,The amount $69.06 is typical for normal spending behavior.
7731,128.34,StoreA,NORMAL,The amount $128.34 is typical for normal spending behavior.
4117,165.5,StoreC,NORMAL,The amount $165.5 is typical for normal spending behavior.
6791,82.37,StoreC,NORMAL,The amount $82.37 is typical for normal spending behavior.
9783,143.43,StoreB,NORMAL,The amount $143.43 is typical for normal spending behavior.
3720,62.8,StoreB,NORMAL,The amount $62.8 is typical for normal spending behavior.
9905,57.75,StoreC,NORMAL,The amount $57.75 is typical for normal spending behavior.
7047,129.7,StoreA,NORMAL,The amount $129.7 is typical for normal spending behavior.
9032,131.1,StoreC,NORMAL,The amount $131.1 is typical for normal spending behavior.
1001,145.61,StoreB,NORMAL,The amount $145.61 is typical for normal spending behavior.
7368,158.91,StoreA,NORMAL,The amount $158.91 is typical for normal spending behavior.
2949,196.38,StoreA,NORMAL,The amount $196.38 is typical for normal spending behavior.
7732,127.45,StoreC,NORMAL,The amount $127.45 is typical for normal spending behavior.
8833,98.44,StoreB,NORMAL,The amount $98.44 is typical for normal spending behavior.
1917,169.28,StoreC,NORMAL,The amount $169.28 is typical for normal spending behavior.
4174,90.62,StoreC,NORMAL,The amount $90.62 is typical for normal spending behavior.
8014,115.85,StoreC,NORMAL,The amount $115.85 is typical for normal spending behavior.
1089,61.77,StoreA,NORMAL,The amount $61.77 is typical for normal spending behavior.
2709,53.8,StoreA,NORMAL,The amount $53.8 is typical for normal spending behavior.
4041,194.4,StoreB,NORMAL,The amount $194.4 is typical for normal spending behavior.
1105,175.4,StoreB,NORMAL,The amount $175.4 is typical for normal spending behavior.
9619,154.4,StoreC,NORMAL,The amount $154.4 is typical for normal spending behavior.
2895,111.34,StoreC,NORMAL,The amount $111.34 is typical for normal spending behavior.
7090,75.99,StoreC,NORMAL,The amount $75.99 is typical for normal spending behavior.
9508,73.47,StoreB,NORMAL,The amount $73.47 is typical for normal spending behavior.
7082,87.54,StoreA,NORMAL,The amount $87.54 is typical for normal spending behavior.
1634,132.38,StoreA,NORMAL,The amount $132.38 is typical for normal spending behavior.
2925,157.19,StoreC,NORMAL,The amount $157.19 is typical for normal spending behavior.
3056,149.03,StoreC,NORMAL,The amount $149.03 is typical for normal spending behavior.
7917,91.99,StoreC,NORMAL,The amount $91.99 is typical for normal spending behavior.
4144,193.23,StoreC,NORMAL,The amount $193.23 is typical for normal spending behavior.
1552,160.68,StoreB,NORMAL,The amount $160.68 is typical for normal spending behavior.
9907,133.15,StoreA,NORMAL,The amount $133.15 is typical for normal spending behavior.
6383,141.76,StoreC,NORMAL,The amount $141.76 is typical for normal spending behavior.
4911,112.94,StoreB,NORMAL,The amount $112.94 is typical for normal spending behavior.
4389,87.16,StoreC,NORMAL,The amount $87.16 is typical for normal spending behavior.
9442,103.4,StoreC,NORMAL,The amount $103.4 is typical for normal spending behavior.
3430,163.68,StoreA,NORMAL,The amount $163.68 is typical for normal spending behavior.
1458,52.16,StoreC,NORMAL,The amount $52.16 is typical for normal spending behavior.
1207,67.41,StoreA,NORMAL,The amount $67.41 is typical for normal spending behavior.
1899,56.9,StoreA,NORMAL,The amount $56.9 is typical for normal spending behavior.
1021,56.11,StoreA,NORMAL,The amount $56.11 is typical for normal spending behavior.
9601,178.32,StoreB,NORMAL,The amount $178.32 is typical for normal spending behavior.
1894,155.55,StoreB,NORMAL,The amount $155.55 is typical for normal spending behavior.
1514,121.13,StoreA,NORMAL,The amount $121.13 is typical for normal spending behavior.
8294,64.68,StoreC,NORMAL,The amount $64.68 is typical for normal spending behavior.
5904,123.74,StoreA,NORMAL,The amount $123.74 is typical for normal spending behavior.
8867,121.02,StoreC,NORMAL,The amount $121.02 is typical for normal spending behavior.
5109,75.98,StoreA,NORMAL,The amount $75.98 is typical for normal spending behavior.
8179,115.08,StoreC,NORMAL,The amount $115.08 is typical for normal spending behavior.
2560,109.78,StoreB,NORMAL,The amount $109.78 is typical for normal spending behavior.
2266,142.38,StoreC,NORMAL,The amount $142.38 is typical for normal spending behavior.
4638,145.26,StoreA,NORMAL,The amount $145.26 is typical for normal spending behavior.
9941,56.8,StoreB,NORMAL,The amount $56.8 is typical for normal spending behavior.
4427,106.19,StoreC,NORMAL,The amount $106.19 is typical for normal spending behavior.
5780,143.88,StoreC,NORMAL,The amount $143.88 is typical for normal spending behavior.
2927,125.47,StoreC,NORMAL,The amount $125.47 is typical for normal spending behavior.
3356,178.47,StoreC,NORMAL,The amount $178.47 is typical for normal spending behavior.
5790,148.8,StoreC,NORMAL,The amount $148.8 is typical for normal spending behavior.
1306,74.44,StoreB,NORMAL,The amount $74.44 is typical for normal spending behavior.
8979,60.59,StoreB,NORMAL,The amount $60.59 is typical for normal spending behavior.
4665,146.36,StoreB,NORMAL,The amount $146.36 is typical for normal spending behavior.
8057,53.98,StoreB,NORMAL,The amount $53.98 is typical for normal spending behavior.
1661,137.87,StoreA,NORMAL,The amount $137.87 is typical for normal spending behavior.
